id_seguridad,fecha,comuna,tipo_delito,sector,cantidad_casos,gravedad,edad_involucrado,codigo_temp_x,observacion_manual,id_old
10932.0,2025/09/30,Vicuña,Violencia,Rural,3.0,Media,"68,0",ERROR,ok,803284
10933.0,2025/12/11,Illapel,Fraude,centro,5.0,Baja,68.0,,revisar,752650
10934.0,2025-03-25,Montepatria,Violencia,Sur,12.0,Baja,19.0,,revisar,299105
,Jul-29-2025,SALAMANCA,Accidente,Norte,17.0,Baja,17.0,,,351875
10936.0,Dec-09-2025,monte patria,,NORTE,4.0,Alta,47.0,ERROR,dato ingresado manualmente,903590
10937.0,2024/06/15,andacollo,Accidente,Sur,6.0,,40.0,TMP-002,sin validar,469551
10938.0,2025/07/25,LaSerena,Hurto,Norte,7.0,Media,68.0,TMP-001,dato ingresado manualmente,192577
10939.0,Jun-26-2024,La Serena,robo,,12.0,Alta,64.0,TMP-001,sin validar,11218
10940.0,Jan-01-2024,VICUÑA,Violencia,Centro,"4,0",ALTA,31.0,ERROR,sin validar,431466
10941.0,30/05/2025,monte patria,Violencia,NORTE,12.0,baja,61.0,,ok,805746
10942.0,2025-02-20,Andacollo,Violencia, Rural ,12.0,baja,"22,0",TMP-001,ok,917930
10943.0,sin fecha,Coquimbo ,Fraude,Sur,17.0,Alta,66.0,,ok,883494
10944.0,sin fecha,Coquimbo ,Fraude,Sur,7.0,Baja,64.0,ERROR,,554181
10945.0,2024/08/21,andacollo,Hurto,Centro,2.0,Media,26.0,TMP-002,,18637
10946.0,2025-09-11,Salamanca,Violencia,Rural,12.0,Alta,45.0,TMP-002,,762567
10947.0,sin fecha,ovalle,Fraude,Norte,9.0,Media,51.0,ERROR,dato ingresado manualmente,733744
10948.0,Sep-25-2025,andacollo,Robo,centro,"3,0",ALTA,47.0,ERROR,ok,291045
10949.0,2024/09/07,illapel,Accidente,centro,"10,0",,61.0,,sin validar,484106
10950.0,2024-01-14,Monte Patria,Hurto,NORTE,11.0,Media,62.0,,revisar,697371
10951.0,19/10/2025,Serena,robo,Centro,16.0,Alta,37.0,TMP-001,,529269
10952.0,20/01/2025,ILLAPEL,Violencia,centro,7.0,ALTA,18.0,,sin validar,701173
10953.0,sin fecha,Illapel,Robo,Norte,18.0,Media,68.0,,sin validar,923642
10954.0,2024/04/19,OVALLE,Violencia,NORTE,1.0,Media,42.0,,sin validar,233868
10955.0,2025-02-05,Montepatria,,Norte,17.0,ALTA,56.0,TMP-001,revisar,905293
10956.0,,la serena,Robo,Centro,14.0,Media,50.0,,ok,537801
10957.0,2025-12-08,la serena,ROBO,Norte,14.0,Baja,54.0,,,171323
10958.0,2025-01-14,Salamanca,Robo,NORTE,11.0,baja,45.0,,,977415
10959.0,Feb-23-2024, VICUÑA ,Robo,,16.0,baja,28.0,,ok,176576
10960.0,2025-10-01,Vicuña,Accidente,NORTE,6.0,ALTA,27.0,ERROR,revisar,319973
10961.0,01/12/2024,Ovalle,Robo,Rural,13.0,Media,55.0,TMP-001,sin validar,445021
10962.0,,Montepatria,Accidente,Sur,13.0,Alta,44.0,TMP-001,,592342
10963.0,2025/06/21,monte patria,Violencia,Rural,9.0,Media,42.0,TMP-001,,609564
10964.0,2025/05/04,La Serena,Hurto,,10.0,baja,67.0,,,735384
10965.0,,OVALLE,Accidente,,12.0,,36.0,TMP-002,revisar,12674
10966.0,2025-08-29,OVALLE,,centro,17.0,,68.0,,dato ingresado manualmente,871334
10967.0,sin fecha,LaSerena,Robo,Centro,10.0,Alta,26.0,TMP-001,,856829
10968.0,20/10/2025,vicuna,robo,Sur,8.0,,46.0,TMP-001,sin validar,564761
,May-06-2024,Montepatria,,,15.0, Baja ,47.0,ERROR,sin validar,975476
10970.0,,Monte Patria,Accidente,NORTE,13.0,  ,57.0,ERROR,revisar,376983
10971.0,Nov-27-2025,Vicuña,,,13.0,baja,50.0,ERROR,,276888
10972.0,Feb-20-2024,Illapel,Accidente,Sur,6.0,Media,"28,0",,ok,92313
10973.0,2025-04-02,Coquimbo ,robo,Norte,11.0,Media,47.0,,dato ingresado manualmente,416436
10974.0,2025-10-24,Vicuña,Fraude,Rural,"10,0",baja,32.0,,dato ingresado manualmente,602172
10975.0,Aug-23-2024,andacollo,Accidente,,7.0,ALTA,47.0,TMP-001,,294097
10976.0,Aug-31-2024,ovalle,,Rural,10.0,baja,41.0,TMP-002,revisar,154182
,2024-11-17,coquimbo,Violencia,NORTE,9.0,Baja,38.0,,,81947
10978.0,2024/12/12,Vicuña,,Norte,6.0,,15.0,,dato ingresado manualmente,457471
10979.0,Feb-22-2024,Ovalle,Fraude,Rural,2.0,Media,46.0,ERROR,,934271
10980.0,2025-06-27,coquimbo,Robo,NORTE,16.0,,29.0,,,959967
10981.0,31/10/2025,Salamanca,Hurto,Centro,11.0,baja,21.0,,ok,838122
,2025-10-19,la serena,Hurto,Norte,1.0,Baja,67.0,,ok,767826
10983.0,,Illapel,Fraude,Sur,16.0,Media,,TMP-001,,278323
10984.0,05/02/2024,Coquimbo,Accidente,,17.0,Alta,48.0,,ok,515286
10985.0,2024/11/24,Ovalle,Accidente,Norte,4.0,Alta,51.0,TMP-001,dato ingresado manualmente,282104
10986.0,12/08/2025,La Serena,,NORTE,3.0,Baja,15.0,TMP-002,,776836
10987.0,,SALAMANCA,Fraude,centro,6.0,,46.0,,sin validar,467499
10988.0,2025/06/12,OVALLE,VIOLENCIA,centro,16.0,Media,24.0,TMP-002,sin validar,651770
10989.0,2024/05/04,illapel,Violencia,Sur,5.0,Media,27.0,ERROR,sin validar,848175
10990.0,2025/08/28,Montepatria,Violencia,,6.0,Baja,nan,TMP-001,,182080
10991.0,2024/05/07,Ovalle,Violencia,centro,18.0,,30.0,ERROR,dato ingresado manualmente,749340
10992.0,2025-04-03,Coquimbo ,robo,Rural,12.0,Media,27.0,TMP-002,dato ingresado manualmente,487065
10993.0,2024/10/20,illapel,Fraude,,"12,0",baja,,,sin validar,163595
10994.0,13/05/2024,Monte Patria,,centro,10.0,Media,44.0,ERROR,ok,213344
10995.0,24/04/2025,Coquimbo ,robo,Centro,1.0,,63.0,,revisar,196591
10996.0,25/05/2024,vicuna,Fraude,,2.0,,58.0,,ok,825409
10997.0,Dec-02-2024,La Serena,Hurto,Rural,7.0,Alta,61.0,TMP-002,,577573
10998.0,17/08/2025,Coquimbo ,robo,Norte,19.0,ALTA,29.0,TMP-002,dato ingresado manualmente,947843
10999.0,,la serena,Robo,Sur,"18,0",,21.0,ERROR,revisar,603240
11000.0,2024/07/13,SALAMANCA, Fraude ,Norte,12.0,Alta,45.0,ERROR,,886846
11001.0,2025-10-03,monte patria,Violencia,centro,,Alta,18.0,ERROR,,987352
11002.0,13/04/2025,vicuña,Violencia,  ,2.0,,45.0,,,149057
11003.0,2024/05/19,OVALLE,Hurto,centro,19.0,,67.0,,,631699
11004.0,2025/04/12,Montepatria,Violencia,,19.0,,64.0,,ok,82217
11005.0,sin fecha,LA SERENA,Fraude,,11.0,baja,15.0,ERROR,,120399
11006.0,Nov-15-2024,Ovalle,Robo,Sur,11.0,Baja,42.0,TMP-001,sin validar,687330
11007.0,2025-02-16,LaSerena,Robo,rural,6.0,Alta,20.0,ERROR,sin validar,469345
11008.0,2024-08-19,illapel,Robo,Centro,,Media,49.0,TMP-001,,948793
11009.0,14/05/2024,VICUÑA, Accidente ,NORTE,15.0,,45.0,TMP-002,revisar,76417
11010.0,Oct-22-2025,monte patria,,centro,10.0,baja,21.0,TMP-002,,647286
11011.0,sin fecha,Andacollo,Hurto,NORTE,5.0,ALTA,40.0,,dato ingresado manualmente,915484
11012.0,2025/04/13,La Serena,,NORTE,18.0,Alta,14.0,ERROR,,973383
11013.0,,ovalle,Violencia,centro,19.0,Baja,52.0,TMP-001,dato ingresado manualmente,714768
11014.0,Mar-31-2025,andacollo,Violencia,Sur,13.0,ALTA,58.0,,ok,876707
11015.0,Apr-16-2024,LaSerena,Violencia,,5.0,Baja,41.0,ERROR,revisar,697053
11016.0,Jul-24-2024,Vicuña,robo, Norte ,5.0,,25.0,,revisar,24304
11017.0,2024-02-01,LA SERENA,Fraude,centro,10.0,baja,41.0,TMP-002,revisar,661786
11018.0,2025/02/07,Andacollo,robo,Rural,6.0,ALTA,39.0,TMP-002,revisar,668795
11019.0,,Montepatria,Hurto,Centro,5.0,Alta,17.0,TMP-002,ok,117355
11020.0,2025/01/20,OVALLE,Violencia,Sur,12.0,,21.0,TMP-002,ok,803286
11021.0,,la serena,Violencia,NORTE,6.0,baja,64.0,,,961095
,Dec-18-2025,andacollo,,Norte,7.0,ALTA,27.0,ERROR,dato ingresado manualmente,481880
11023.0,2024/06/26,LA SERENA,Accidente,NORTE,8.0,Media,"19,0",,sin validar,173636
11024.0,Sep-07-2025,SALAMANCA,Violencia,Rural,2.0,Media,27.0,,,814929
11025.0,Nov-21-2024,Monte Patria,robo,,3.0,,67.0,,,89776
11026.0,,COQUIMBO,robo,,11.0,Alta,62.0,,dato ingresado manualmente,973638
11027.0,May-24-2025,OVALLE,,Rural,14.0,ALTA,,,revisar,255267
11028.0,07/02/2024,VICUÑA,robo,,2.0,Alta,17.0,,ok,686959
11029.0,2024-07-17,Coquimbo,Hurto,Centro,1.0,Alta,63.0,TMP-001,,828428
11030.0,2025/06/25,OVALLE,Violencia,centro,8.0,media,15.0,,sin validar,371589
11031.0,12/11/2024,COQUIMBO,Robo,Norte,16.0,ALTA,52.0,TMP-002,revisar,826479
11032.0,,La Serena,robo,Sur,11.0,Alta,65.0,,ok,10638
11033.0,2024/12/04,Vicuña,,Rural,16.0,Media,42.0,,ok,305810
11034.0,02/01/2025,la serena,Accidente,NORTE,19.0,Baja,67.0,TMP-002,,267233
11035.0,23/07/2025,SALAMANCA,robo,Centro,11.0,,68.0,,,237765
11036.0,2024-06-23,OVALLE,Robo,NORTE,18.0,,38.0,,ok,792269
11037.0,2024/10/29,Serena,Accidente,centro,17.0,Baja,23.0,,,768898
11038.0,13/07/2025,monte patria,Robo,NORTE,16.0,baja,54.0,TMP-002,dato ingresado manualmente,988577
11039.0,Sep-27-2024,ovalle,Accidente,Norte,1.0,Media,32.0,TMP-001,revisar,363291
11040.0,23/02/2024, vicuna ,robo,Rural,14.0,baja,"25,0",,,181983
11041.0,05/11/2025,la serena,,Sur,,ALTA,,TMP-001,revisar,742577
11042.0,2025/04/18,VICUÑA,Hurto,,1.0,Baja,27.0,TMP-002,revisar,290050
11043.0,2025-05-22,Serena,,centro,7.0,baja,47.0,TMP-001,,767850
11044.0,2025-11-28,vicuna,Hurto,Sur,13.0,ALTA,69.0,ERROR,ok,228906
11045.0,2024-05-10,Vicuña,,Rural,2.0,BAJA,18.0,,sin validar,111577
11046.0,2025-03-10,VICUÑA,robo,,4.0,Media,59.0,TMP-001,ok,781179
11047.0,2024-03-21,LA SERENA,Accidente,Sur,10.0,baja,67.0,,sin validar,813897
11048.0,2024-09-05,Serena,Violencia,centro,1.0,Alta,48.0,TMP-001,ok,81465
11049.0,2024/01/09,COQUIMBO,,,19.0,Baja,"49,0",TMP-002,,353476
11050.0,04/05/2025,Illapel,Fraude,Norte,8.0,Alta,"35,0",TMP-001,revisar,565480
11051.0,03/10/2025,Vicuña,Robo,,"8,0",Baja,22.0,TMP-002,,751049
11052.0,2025/01/23,Andacollo,Hurto,centro,5.0,Alta,23.0,,ok,393609
11053.0,Sep-22-2025,coquimbo,,Sur,"2,0",Media,59.0,TMP-002,ok,154317
11054.0,2025/08/24,Illapel,,Sur,4.0,Alta,57.0,ERROR,ok,825362
11055.0,2025/05/20,LaSerena,robo,Centro,16.0,Alta,28.0,,ok,163697
11056.0,16/01/2024,OVALLE,,centro,0.0,baja,29.0,TMP-002,sin validar,843778
11057.0,2024/08/29,Salamanca,robo,Centro,13.0,Baja,61.0,ERROR,,541030
,,la serena,Violencia,Sur,"6,0",baja,47.0,TMP-001,sin validar,579515
11059.0,2025/12/13,coquimbo,robo,NORTE,12.0,Baja,38.0,TMP-002,ok,593899
11060.0,2024-09-23,illapel,Accidente,Sur,10.0,Media,63.0,ERROR,,23308
11061.0,,Vicuña,,NORTE,"9,0",Alta,17.0,ERROR,sin validar,2200
11062.0,2025/05/27,COQUIMBO,,Norte,11.0,,48.0,ERROR,dato ingresado manualmente,611221
11063.0,19/02/2024,LA SERENA,Fraude,centro,3.0,ALTA,66.0,TMP-001,dato ingresado manualmente,545948
11064.0,Mar-06-2024,monte patria,FRAUDE,Sur,7.0,Baja,"21,0",TMP-001,,186678
11065.0,24/02/2025,COQUIMBO,Violencia,NORTE,"18,0",,22.0,,,599927
11066.0,26/06/2024,Serena,Accidente,norte,4.0,baja,19.0,TMP-002,ok,477645
11067.0,2024-03-26,andacollo,Hurto,Sur,14.0,Baja,24.0,,ok,925784
11068.0,2024-07-23,SALAMANCA,robo,centro,17.0,ALTA,62.0,TMP-002,,581374
11069.0,19/11/2024,coquimbo,robo,,1.0,Alta,67.0,TMP-002,,824978
11070.0,2024/05/03,la serena,Violencia,Norte,11.0,ALTA,54.0,,,281731
,sin fecha,andacollo,Accidente,,19.0, Alta ,69.0,ERROR,dato ingresado manualmente,237346
11072.0,,Ovalle,robo,Centro,6.0,Baja,56.0,,dato ingresado manualmente,112609
11073.0,2024/09/07,Illapel,Accidente,Norte,18.0,baja,33.0,,ok,174899
11074.0,15/05/2024,Montepatria,VIOLENCIA,Rural,"16,0",Media,38.0,TMP-002,sin validar,991003
,2024-03-10,vicuna,,Sur,18.0,ALTA,69.0,,revisar,863387
11076.0,,COQUIMBO,Robo,,12.0,Alta,40.0,TMP-001,ok,405974
11077.0,18/10/2024,Salamanca,,NORTE,7.0,MEDIA,61.0,,dato ingresado manualmente,96006
11078.0,2025/04/23,la serena,Fraude,,17.0,ALTA,47.0,TMP-001,sin validar,292097
11079.0,2024/03/22,Coquimbo,Violencia,centro,7.0,baja,"66,0",TMP-002,dato ingresado manualmente,420225
11080.0,2025/06/26,la serena,Violencia,Norte,6.0,Alta,65.0,,sin validar,527349
,Jul-13-2025,LA SERENA,robo,Norte,9.0,Alta,66.0,TMP-001,sin validar,212018
11082.0,Apr-04-2024,COQUIMBO,Robo,Rural,19.0,,nan,,,727916
11083.0,2024/04/15,la serena,Hurto,Norte,13.0,baja,59.0,ERROR,,43618
11084.0,2025/05/23,vicuna,,Centro,19.0,Baja,20.0,ERROR,sin validar,920728
11085.0,2024-03-08,vicuna,Accidente,Centro,5.0,,37.0,TMP-002,,751783
11086.0,09/08/2025,Coquimbo,Violencia,Centro,14.0,,28.0,,dato ingresado manualmente,165174
11087.0,2025-09-16,VICUÑA,robo,centro,,Baja,34.0,TMP-002,dato ingresado manualmente,281287
11088.0,2024/11/20, Vicuña ,Accidente,NORTE,"6,0",Baja,-1.0,ERROR,sin validar,725951
11089.0,2025/06/23,coquimbo,robo,Sur,7.0,baja,65.0,,dato ingresado manualmente,253347
11090.0,Nov-08-2025,Montepatria,robo,,12.0,baja,42.0,,ok,584470
11091.0,25/04/2024,LaSerena,Fraude,Centro,4.0,,26.0,,dato ingresado manualmente,236635
11092.0,, Salamanca ,,Sur,13.0,Baja,48.0,TMP-002,,833599
11093.0,,Serena,robo,Sur,5.0,ALTA,32.0,TMP-002,sin validar,106026
11094.0,2025-03-01,OVALLE,Robo,,6.0,Baja,"45,0",,,990635
11095.0,,vicuna,,Norte,12.0,baja,16.0,,sin validar,924603
11096.0,2024-03-05,Ovalle,robo,Rural,12.0,Alta,"62,0",TMP-002,,239880
11097.0,2025-06-14,la serena,robo,Rural,7.0,ALTA,18.0,,,389279
11098.0,sin fecha,vicuna,Fraude,Rural,10.0,Media,54.0,TMP-002,ok,441033
11099.0,2025/09/16,andacollo,Robo,Centro,10.0,,24.0,TMP-002,sin validar,930328
11100.0,04/03/2024,la serena,Hurto,Rural,15.0,,36.0,ERROR,ok,884557
11101.0,Nov-20-2025,Ovalle,Robo,Rural,12.0,,"61,0",TMP-001,sin validar,873872
11102.0,2024-05-12,andacollo,robo,NORTE,4.0,,58.0,TMP-001,ok,15717
11103.0,2025-01-04,VICUÑA,ROBO,centro,-3.0,,21.0,,,146019
11104.0,23/05/2025,La Serena,Hurto,,8.0,baja,24.0,TMP-001,ok,128803
11105.0,,Coquimbo,Violencia,NORTE,"16,0",Baja,62.0,,revisar,236250
11106.0,sin fecha,LA SERENA,robo,NORTE,16.0,ALTA,33.0,,ok,570308
11107.0,,coquimbo,Accidente,Sur,15.0,Alta,25.0,,ok,698626
11108.0,Sep-01-2024,Vicuña,ROBO,centro,12.0,Baja,68.0,,dato ingresado manualmente,182672
11109.0,2025/12/28,ovalle,robo,,,Media,51.0,TMP-002,,22554
11110.0,2024/09/13, coquimbo ,Robo,Sur,15.0,Alta,56.0,TMP-001,sin validar,59008
11111.0,,la serena,Fraude,Rural,11.0,Alta,21.0,TMP-002,,181991
11112.0,2025-02-06,la serena,Robo,centro,18.0,baja,50.0,TMP-001,,937898
11113.0,,Montepatria,Fraude,NORTE,19.0,Media,26.0,TMP-002,revisar,808120
11114.0,2025/07/04,COQUIMBO,Hurto,norte,8.0,alta,57.0,TMP-001,revisar,56247
11115.0,2024/05/08,illapel,Accidente,CENTRO,15.0,ALTA,53.0,,dato ingresado manualmente,532033
11116.0,02/03/2025,Ovalle,Accidente,Centro,8.0,ALTA,50.0,ERROR,dato ingresado manualmente,841812
11117.0,2025-02-21,Salamanca,Violencia,Norte,13.0,Alta,50.0,TMP-001,ok,318297
11118.0,13/05/2024,LaSerena,Fraude,Sur,"19,0",,38.0,TMP-002,sin validar,445536
11119.0,10/03/2024,coquimbo,,Norte,13.0,Media,25.0,TMP-002,sin validar,510390
11120.0,May-05-2025,LA SERENA,Violencia,Sur,12.0,Alta,67.0,TMP-001,dato ingresado manualmente,72415
11121.0,sin fecha,Illapel,robo,Centro,11.0, ALTA ,56.0,ERROR,,153813
11122.0,27/07/2024,Ovalle,Accidente,Sur,"15,0",Baja,51.0,,dato ingresado manualmente,117310
11123.0,2024/01/09,COQUIMBO,,,1.0,ALTA,33.0,,,750792
,,Coquimbo ,Fraude,Rural,16.0,baja,66.0,,dato ingresado manualmente,457738
11125.0,2025-09-25,LA SERENA,Hurto,,"4,0",,68.0,,sin validar,500718
11126.0,23/08/2025,monte patria,Violencia,Rural,15.0,Media,28.0,ERROR,,531381
11127.0,26/03/2025,illapel,Fraude,centro,12.0,Alta,24.0,TMP-002,dato ingresado manualmente,387100
11128.0,Aug-01-2024,ovalle,Fraude,Centro,4.0,Baja,37.0,TMP-001,,72809
11129.0,2025-05-14,VICUÑA,,Rural,6.0,ALTA,22.0,,,481724
11130.0,2025/06/24,vicuna,Accidente,Sur,17.0,Alta,36.0,TMP-002,revisar,373071
11131.0,2025/12/01,illapel,Hurto,Rural,2.0,Media,23.0,,ok,124154
11132.0,2025/08/18,Montepatria,,Sur,9.0,Media,,TMP-001,ok,256047
,May-06-2025,Illapel,Accidente,,2.0,,25.0,ERROR,revisar,334750
11134.0,2024-05-10,Monte Patria,Hurto,Centro,13.0,baja,44.0,,revisar,35228
11135.0,2024/07/24,SALAMANCA,Fraude,centro,6.0,baja,33.0,TMP-002,ok,330280
11136.0,sin fecha, vicuna ,Fraude,centro,16.0,,50.0,,sin validar,446065
11137.0,2024/05/24,COQUIMBO,Hurto,Centro,3.0,ALTA,67.0,,revisar,223181
11138.0,2024/01/26,COQUIMBO,Accidente,Norte,4.0,Media,58.0,ERROR,revisar,488957
11139.0,2024-05-18,Coquimbo,,Norte,4.0,Alta,27.0,TMP-002,,695448
11140.0,2025/01/08,vicuna,Hurto,Sur,10.0,Media,69.0,TMP-002,sin validar,698540
11141.0,28/11/2025,Illapel,Fraude,,"1,0",Alta,62.0,,,604237
11142.0,2024/09/14,Salamanca,Accidente,NORTE,10.0,ALTA,57.0,TMP-001,dato ingresado manualmente,924807
11143.0,2025-01-19,Vicuña,Violencia,Rural,5.0,,,ERROR,,173890
11144.0,2025/11/05,Montepatria,Accidente,Centro,18.0,,60.0,,,631593
11145.0,05/03/2024,VICUÑA,,Sur,8.0,Alta,39.0,,ok,186735
,15/12/2025,vicuna,,centro,17.0,Media,35.0,,,788252
11147.0,Apr-19-2025,vicuna,robo,Centro,10.0,ALTA,57.0,TMP-002,ok,951206
11148.0,2024/05/23,la serena,robo,Norte,"9,0",ALTA,27.0,TMP-001,ok,808890
11149.0,Nov-17-2025,Salamanca, Fraude ,,3.0,ALTA,18.0,TMP-002,,297451
11150.0,2025-04-15,la serena,Fraude,,9.0,ALTA,28.0,ERROR,,339733
11151.0,Aug-03-2024,Coquimbo ,robo,Norte,7.0,ALTA,31.0,TMP-001,revisar,177875
11152.0,Jul-12-2025, la serena ,,Rural,5.0,,34.0,TMP-002,revisar,335362
11153.0,,La Serena,Fraude,,4.0,Media,61.0,TMP-002,,587513
11154.0,,Illapel,Accidente,Centro,16.0,Media,67.0,,dato ingresado manualmente,942697
11155.0,16/05/2025,monte patria,,Rural,15.0,,45.0,ERROR,ok,742948
11156.0,28/12/2025,ILLAPEL,Hurto,Rural,5.0,Media,59.0,,,674317
11157.0,09/01/2024,Andacollo, Accidente ,Sur,7.0,baja,38.0,,,33375
11158.0,20/12/2024,LaSerena,Accidente,centro,17.0,Baja,20.0,TMP-001,,467160
11159.0,May-02-2025,andacollo,Robo,,13.0,,60.0,TMP-001,,533628
11160.0,,monte patria,Hurto,Centro,18.0,Media,43.0,TMP-001,dato ingresado manualmente,434532
11161.0,,montepatria,,Centro,14.0,Media,59.0,TMP-001,ok,536689
11162.0,Apr-27-2024,Serena,robo,Sur,10.0,,67.0,TMP-001,revisar,230157
11163.0,2024/08/06,Coquimbo,Violencia,NORTE,19.0,baja,61.0,ERROR,dato ingresado manualmente,933223
11164.0,07/06/2025,LaSerena,robo,Sur,8.0,,22.0,TMP-001,ok,151828
11165.0,2025/11/24,Monte Patria,,Norte,11.0,Baja,40.0,,,719730
11166.0,12/03/2024,COQUIMBO,Hurto,Centro,19.0,ALTA,21.0,TMP-002,ok,635274
11167.0,18/07/2024,illapel,Hurto,,2.0,Alta,41.0,ERROR,dato ingresado manualmente,826552
11168.0,2024-04-05,ovalle,Accidente,NORTE,1.0,,60.0,TMP-001,,468723
11169.0,2025/06/24,Vicuña,Fraude,Sur,4.0,,57.0,ERROR,revisar,653395
11170.0,,Coquimbo ,Fraude,NORTE,7.0,ALTA,23.0,,dato ingresado manualmente,430070
11171.0,Apr-23-2024,Andacollo,Hurto,,"18,0",Alta,15.0,ERROR,,758417
11172.0,12/02/2024,andacollo,Accidente,NORTE,6.0,,60.0,,,810104
11173.0,sin fecha,LA SERENA,Accidente,NORTE,8.0,baja,19.0,,,171643
11174.0,Oct-11-2024,Ovalle,Hurto,Sur,9.0,Baja,46.0,ERROR,dato ingresado manualmente,43370
11175.0,29/07/2024,coquimbo,Accidente,NORTE,18.0,ALTA,23.0,,ok,94357
11176.0,2024-02-20,Andacollo,,Norte,16.0,Baja,43.0,,,932537
11177.0,Apr-18-2025, Vicuña ,Robo,Centro,14.0,ALTA,53.0,ERROR,sin validar,640471
11178.0,Sep-04-2025,ovalle,Robo,,-3.0,baja,50.0,,sin validar,133389
11179.0,2025-07-12,Vicuña,Violencia,centro,5.0,ALTA,24.0,ERROR,revisar,103950
11180.0,2024/02/10,LA SERENA,Robo,NORTE,17.0,baja,40.0,TMP-001,ok,527535
11181.0,2025-12-31,Serena,Robo, Sur ,1.0,Alta,37.0,ERROR,ok,693820
,,vicuna,,Rural,14.0,ALTA,29.0,ERROR,ok,377478
11183.0,2025/01/07,VICUÑA,Hurto,NORTE,6.0,baja,36.0,TMP-001,sin validar,826815
11184.0,Dec-20-2024,vicuna,Robo,Rural,18.0,Media,54.0,,,828373
,2024-11-23,Vicuña,,NORTE,18.0,ALTA,43.0,,,91416
11186.0,04/09/2024,OVALLE,Fraude,,"15,0",ALTA,45.0,,revisar,873621
11187.0,2025-05-18,Salamanca,robo,,19.0,ALTA,29.0,,ok,877224
11188.0,Apr-30-2024,Monte Patria,,Norte,7.0,baja,46.0,ERROR,sin validar,497425
11189.0,05/07/2025,Coquimbo,,centro,18.0,Baja,32.0,TMP-001,sin validar,651615
11190.0,2024/03/25,Salamanca,robo,,4.0,baja,50.0,,revisar,9216
11191.0,,Monte Patria,Robo,rural,16.0,ALTA,64.0,TMP-001,ok,603398
11192.0,2025-07-12,vicuna,Hurto,Norte,19.0,,19.0,,revisar,618429
11193.0,27/07/2024,la serena,Accidente,Centro,10.0,Alta,34.0,TMP-001,,518483
11194.0,2025-02-21,LA SERENA,,centro,3.0,,17.0,TMP-002,,367255
11195.0,Mar-06-2024,ovalle,robo,Sur,11.0,,51.0,,ok,987770
11196.0,2025/04/17,Illapel,robo,Norte,9.0,,43.0,TMP-002,sin validar,89088
11197.0,,LaSerena,robo,,3.0,ALTA,60.0,ERROR,revisar,539791
11198.0,,Montepatria,ROBO,Sur,5.0,,46.0,TMP-002,ok,692428
11199.0,May-09-2025,LaSerena,robo,Norte,17.0,ALTA,64.0,TMP-002,dato ingresado manualmente,738123
11200.0,22/02/2025,VICUÑA,ACCIDENTE,Norte,13.0,Baja,50.0,TMP-002,sin validar,354541
11201.0,2024-09-22,Illapel,Violencia,Sur,10.0,baja,23.0,,,846733
11202.0,2024/09/11,LA SERENA,Accidente,Rural,13.0,ALTA,62.0,,sin validar,470098
11203.0,2024/11/03,Monte Patria,robo,centro,7.0,Baja,56.0,,ok,554990
11204.0,Jun-10-2025,la serena,robo,NORTE,7.0,,66.0,TMP-001,,969486
11205.0,30/07/2024,Monte Patria,,Norte,8.0,,47.0,,dato ingresado manualmente,370776
11206.0,Apr-08-2025,monte patria,Hurto,centro,19.0,Media,43.0,TMP-002,ok,456878
11207.0,2025/12/20,Vicuña,Hurto,,17.0,Media,14.0,,sin validar,838419
11208.0,29/07/2024,LA SERENA,Accidente,Rural,5.0,Media,61.0,TMP-002,,290992
11209.0,2025/07/05,SALAMANCA,Robo,,15.0,Media,69.0,ERROR,dato ingresado manualmente,773906
11210.0,2024-02-29,la serena,,,"10,0",ALTA,40.0,,revisar,811681
11211.0,2024/10/25,VICUÑA,,,16.0,baja,69.0,,sin validar,833918
11212.0,,Montepatria,robo,,1.0,Media,19.0,TMP-002,revisar,414691
11213.0,,SALAMANCA,Robo,Sur,1.0,ALTA,,TMP-001,,846229
11214.0,,SALAMANCA, Accidente ,NORTE,2.0,baja,65.0,,revisar,822923
11215.0,2024/10/22,ovalle,robo,Centro,14.0,ALTA,"22,0",,,323431
11216.0,2024/12/04,SALAMANCA,,Rural,5.0,baja,18.0,TMP-001,dato ingresado manualmente,47543
11217.0,14/04/2024,illapel, robo ,Centro,1.0,baja,28.0,ERROR,sin validar,272160
11218.0,2025/01/16,Coquimbo,,,2.0,Media,51.0,ERROR,revisar,192611
11219.0,,OVALLE,Hurto,Centro,17.0,Baja,19.0,ERROR,revisar,452415
11220.0,26/03/2025,SALAMANCA,Robo,centro,9.0,Media,34.0,,sin validar,581419
11221.0,25/05/2024, Serena ,Accidente,centro,1.0,,69.0,ERROR,dato ingresado manualmente,339415
11222.0,30/03/2024,Illapel,Hurto,Centro,15.0,Alta,14.0,TMP-002,,200740
11223.0,Apr-06-2024,La Serena,Hurto,,6.0,baja,51.0,TMP-001,revisar,102827
11224.0,Apr-10-2024,Coquimbo,robo,Centro,8.0,,44.0,ERROR,,614285
11225.0,Aug-06-2025,LaSerena,,Norte,13.0,Media,55.0,TMP-001,dato ingresado manualmente,273905
11226.0,2024-06-03,Serena,Fraude,,12.0,Alta,22.0,TMP-001,ok,515478
11227.0,20/06/2025,VICUÑA,Robo,centro,12.0,baja,14.0,TMP-001,revisar,789409
11228.0,17/01/2024,COQUIMBO,Accidente,Rural,9.0,Alta,33.0,TMP-002,,481036
