fecha,comuna,tipo_delito,sector,cantidad_casos,gravedad,edad_involucrado,mes,mes_año
2024-01-25,coquimbo,fraude,NaN,3.0,alta,26,1.0,2024-01
2025-06-26,illapel,violencia,rural,2.0,NaN,42,6.0,2025-06
2025-09-29,la serena,robo,norte,5.0,baja,28,9.0,2025-09
2025-09-29,coquimbo,robo,norte,5.0,baja,16,9.0,2025-09
2025-04-24,vicuna,accidente,centro,13.0,alta,64,4.0,2025-04
2025-05-20,la serena,NaN,rural,NaN,NaN,NaN,5.0,2025-05
2024-04-02,andacollo,hurto,centro,10.0,media,14,4.0,2024-04
2024-10-19,monte patria,violencia,centro,18.0,alta,60,10.0,2024-10
NaN,coquimbo,robo,centro,7.0,alta,16,NaN,NaN
2025-03-26,illapel,violencia,sur,19.0,baja,61,3.0,2025-03
2025-09-28,la serena,accidente,NaN,9.0,baja,66,9.0,2025-09
2025-02-24,monte patria,violencia,sur,9.0,media,40,2.0,2025-02
2024-12-15,salamanca,NaN,norte,14.0,alta,19,12.0,2024-12
2025-07-01,la serena,robo,norte,1.0,NaN,47,7.0,2025-07
2025-01-11,coquimbo,robo,centro,14.0,NaN,NaN,1.0,2025-01
2025-06-18,coquimbo,violencia,NaN,19.0,baja,38,6.0,2025-06
NaN,vicuna,robo,norte,15.0,baja,NaN,NaN,NaN
2024-06-21,coquimbo,fraude,rural,13.0,baja,69,6.0,2024-06
NaN,la serena,robo,norte,18.0,NaN,NaN,NaN,NaN
2024-10-31,monte patria,robo,centro,10.0,NaN,36,10.0,2024-10
2024-09-28,la serena,NaN,centro,16.0,baja,48,9.0,2024-09
NaN,ovalle,accidente,NaN,16.0,media,62,NaN,NaN
2024-11-01,monte patria,fraude,centro,11.0,NaN,30,11.0,2024-11
2024-09-17,la serena,fraude,norte,NaN,alta,63,9.0,2024-09
2024-10-26,coquimbo,accidente,sur,13.0,NaN,32,10.0,2024-10
2024-06-18,andacollo,fraude,NaN,9.0,baja,53,6.0,2024-06
2025-04-28,vicuna,accidente,centro,5.0,alta,56,4.0,2025-04
2024-04-03,monte patria,fraude,centro,9.0,alta,51,4.0,2024-04
2024-09-06,ovalle,violencia,centro,3.0,NaN,26,9.0,2024-09
NaN,la serena,violencia,NaN,12.0,baja,NaN,NaN,NaN
2025-11-16,la serena,hurto,sur,8.0,alta,38,11.0,2025-11
2024-09-20,ovalle,hurto,centro,17.0,baja,46,9.0,2024-09
2025-01-23,ovalle,violencia,rural,13.0,baja,55,1.0,2025-01
2025-04-04,la serena,NaN,rural,9.0,NaN,44,4.0,2025-04
2024-01-06,la serena,violencia,norte,16.0,baja,17,1.0,2024-01
2025-12-04,salamanca,robo,norte,10.0,NaN,35,12.0,2025-12
2024-02-28,la serena,NaN,sur,14.0,NaN,69,2.0,2024-02
2024-12-04,coquimbo,robo,NaN,16.0,NaN,53,12.0,2024-12
2024-01-16,la serena,robo,centro,7.0,alta,27,1.0,2024-01
2024-01-02,salamanca,robo,sur,12.0,baja,62,1.0,2024-01
2024-05-15,vicuna,accidente,centro,9.0,alta,22,5.0,2024-05
2024-11-26,illapel,accidente,centro,2.0,alta,56,11.0,2024-11
2025-05-10,coquimbo,violencia,centro,16.0,baja,48,5.0,2025-05
2024-12-20,salamanca,fraude,centro,NaN,media,24,12.0,2024-12
2025-01-08,la serena,robo,sur,10.0,baja,67,1.0,2025-01
2024-01-29,coquimbo,hurto,centro,13.0,baja,43,1.0,2024-01
NaN,coquimbo,robo,sur,11.0,media,49,NaN,NaN
2025-06-18,salamanca,hurto,NaN,15.0,alta,14,6.0,2025-06
2025-09-18,vicuna,fraude,centro,4.0,alta,15,9.0,2025-09
2024-08-30,la serena,accidente,centro,NaN,alta,NaN,8.0,2024-08
2024-10-30,monte patria,NaN,norte,7.0,alta,25,10.0,2024-10
2024-02-09,la serena,robo,centro,18.0,alta,64,2.0,2024-02
2024-12-03,coquimbo,fraude,centro,11.0,baja,54,12.0,2024-12
2025-02-02,la serena,fraude,centro,7.0,baja,59,2.0,2025-02
2024-07-28,salamanca,fraude,centro,15.0,baja,21,7.0,2024-07
NaN,coquimbo,accidente,norte,4.0,media,47,NaN,NaN
2024-09-01,coquimbo,accidente,rural,3.0,baja,30,9.0,2024-09
2024-10-08,coquimbo,accidente,rural,9.0,baja,63,10.0,2024-10
2025-04-24,illapel,robo,NaN,NaN,baja,22,4.0,2025-04
2025-05-08,la serena,robo,centro,NaN,baja,56,5.0,2025-05
NaN,la serena,accidente,centro,10.0,NaN,65,NaN,NaN
2024-08-08,vicuna,NaN,NaN,17.0,NaN,62,8.0,2024-08
2024-09-07,la serena,fraude,norte,8.0,media,54,9.0,2024-09
2025-03-17,ovalle,fraude,NaN,11.0,baja,18,3.0,2025-03
2024-11-18,ovalle,violencia,norte,11.0,alta,22,11.0,2024-11
NaN,monte patria,NaN,sur,8.0,media,19,NaN,NaN
2025-05-07,salamanca,robo,norte,7.0,baja,NaN,5.0,2025-05
2025-06-14,monte patria,hurto,rural,10.0,alta,61,6.0,2025-06
NaN,ovalle,violencia,rural,13.0,alta,15,NaN,NaN
2025-09-16,salamanca,fraude,centro,NaN,alta,69,9.0,2025-09
2024-01-10,salamanca,robo,norte,14.0,alta,46,1.0,2024-01
2024-08-20,monte patria,fraude,centro,NaN,media,22,8.0,2024-08
2025-05-07,salamanca,robo,centro,6.0,alta,68,5.0,2025-05
2024-05-01,illapel,accidente,rural,11.0,alta,24,5.0,2024-05
2024-09-21,la serena,hurto,centro,7.0,baja,53,9.0,2024-09
2024-12-17,la serena,violencia,rural,11.0,media,34,12.0,2024-12
2025-10-09,ovalle,NaN,rural,17.0,alta,35,10.0,2025-10
2024-10-04,la serena,robo,sur,NaN,baja,68,10.0,2024-10
2024-10-26,coquimbo,fraude,centro,10.0,alta,36,10.0,2024-10
2025-08-11,ovalle,fraude,sur,13.0,baja,41,8.0,2025-08
2024-12-30,vicuna,accidente,rural,13.0,alta,29,12.0,2024-12
2025-11-19,vicuna,robo,norte,15.0,media,57,11.0,2025-11
2025-03-20,la serena,accidente,norte,10.0,media,32,3.0,2025-03
NaN,illapel,robo,NaN,17.0,media,53,NaN,NaN
2025-12-25,illapel,hurto,centro,15.0,NaN,22,12.0,2025-12
2024-12-19,andacollo,robo,norte,10.0,alta,18,12.0,2024-12
2024-08-31,coquimbo,NaN,norte,15.0,media,40,8.0,2024-08
2024-11-25,la serena,robo,NaN,NaN,alta,30,11.0,2024-11
NaN,andacollo,NaN,rural,16.0,alta,33,NaN,NaN
2025-11-04,ovalle,accidente,rural,2.0,alta,52,11.0,2025-11
2024-10-10,ovalle,robo,norte,8.0,NaN,NaN,10.0,2024-10
NaN,vicuna,robo,sur,0.0,baja,48,NaN,NaN
2024-04-22,la serena,hurto,norte,NaN,baja,NaN,4.0,2024-04
NaN,andacollo,NaN,centro,6.0,media,34,NaN,NaN
2025-03-02,monte patria,fraude,centro,5.0,media,59,3.0,2025-03
2024-11-07,coquimbo,fraude,norte,19.0,alta,36,11.0,2024-11
2024-12-25,coquimbo,violencia,rural,5.0,NaN,NaN,12.0,2024-12
2024-10-02,coquimbo,robo,norte,15.0,NaN,15,10.0,2024-10
2025-04-02,illapel,violencia,norte,9.0,NaN,63,4.0,2025-04
NaN,salamanca,fraude,norte,18.0,alta,63,NaN,NaN
2024-02-24,ovalle,hurto,norte,19.0,baja,60,2.0,2024-02
2025-06-22,monte patria,violencia,centro,13.0,alta,56,6.0,2025-06
NaN,coquimbo,robo,sur,11.0,media,60,NaN,NaN
2025-02-10,monte patria,fraude,NaN,8.0,alta,61,2.0,2025-02
2024-11-07,monte patria,violencia,NaN,10.0,alta,28,11.0,2024-11
NaN,vicuna,fraude,norte,13.0,alta,14,NaN,NaN
NaN,illapel,NaN,sur,13.0,baja,26,NaN,NaN
2025-10-23,ovalle,fraude,rural,15.0,baja,40,10.0,2025-10
2024-04-09,ovalle,hurto,centro,13.0,baja,47,4.0,2024-04
2024-05-07,andacollo,robo,norte,12.0,baja,52,5.0,2024-05
NaN,monte patria,NaN,centro,NaN,alta,NaN,NaN,NaN
2024-02-03,monte patria,violencia,centro,14.0,media,59,2.0,2024-02
2024-06-13,andacollo,robo,centro,12.0,baja,32,6.0,2024-06
2025-04-19,illapel,violencia,sur,6.0,NaN,38,4.0,2025-04
NaN,vicuna,NaN,NaN,14.0,baja,45,NaN,NaN
2025-02-05,ovalle,fraude,sur,7.0,NaN,41,2.0,2025-02
2024-02-03,vicuna,NaN,sur,1.0,baja,21,2.0,2024-02
NaN,coquimbo,violencia,centro,19.0,NaN,67,NaN,NaN
2025-08-25,illapel,hurto,sur,11.0,media,57,8.0,2025-08
NaN,vicuna,robo,norte,1.0,alta,50,NaN,NaN
2025-06-09,vicuna,fraude,centro,14.0,baja,57,6.0,2025-06
2024-02-13,ovalle,accidente,centro,16.0,media,60,2.0,2024-02
2024-11-12,coquimbo,accidente,centro,10.0,media,59,11.0,2024-11
2024-02-08,monte patria,NaN,NaN,12.0,baja,53,2.0,2024-02
2024-03-11,monte patria,hurto,centro,11.0,baja,37,3.0,2024-03
2024-06-08,ovalle,hurto,centro,18.0,alta,65,6.0,2024-06
2025-12-25,monte patria,NaN,NaN,11.0,alta,34,12.0,2025-12
2025-02-23,coquimbo,NaN,sur,-3.0,NaN,41,2.0,2025-02
NaN,vicuna,accidente,norte,12.0,alta,37,NaN,NaN
2024-06-07,coquimbo,robo,sur,3.0,alta,50,6.0,2024-06
2024-09-04,la serena,hurto,norte,13.0,alta,37,9.0,2024-09
2024-11-16,vicuna,hurto,sur,NaN,alta,39,11.0,2024-11
2024-03-30,coquimbo,accidente,norte,18.0,baja,65,3.0,2024-03
2024-04-08,monte patria,hurto,rural,500.0,NaN,34,4.0,2024-04
2024-11-24,coquimbo,NaN,norte,14.0,media,25,11.0,2024-11
2025-12-30,andacollo,fraude,centro,14.0,NaN,53,12.0,2025-12
2025-10-31,coquimbo,accidente,NaN,18.0,media,66,10.0,2025-10
2024-08-13,la serena,fraude,norte,7.0,alta,24,8.0,2024-08
2025-05-07,la serena,hurto,centro,10.0,alta,22,5.0,2025-05
2025-01-14,la serena,fraude,NaN,17.0,alta,40,1.0,2025-01
2024-08-19,la serena,violencia,rural,NaN,NaN,43,8.0,2024-08
NaN,la serena,violencia,NaN,10.0,alta,47,NaN,NaN
2025-04-08,illapel,NaN,norte,16.0,baja,35,4.0,2025-04
NaN,coquimbo,violencia,centro,9.0,alta,41,NaN,NaN
2025-12-26,andacollo,hurto,centro,13.0,media,37,12.0,2025-12
NaN,salamanca,fraude,centro,19.0,baja,23,NaN,NaN
NaN,la serena,robo,rural,18.0,media,17,NaN,NaN
2024-06-15,coquimbo,robo,centro,4.0,alta,40,6.0,2024-06
2025-07-24,vicuna,hurto,centro,10.0,media,22,7.0,2025-07
2025-11-07,la serena,robo,norte,17.0,NaN,25,11.0,2025-11
2025-08-06,vicuna,robo,norte,5.0,NaN,19,8.0,2025-08
2025-11-26,andacollo,NaN,norte,9.0,baja,42,11.0,2025-11
2025-10-22,coquimbo,violencia,norte,19.0,NaN,14,10.0,2025-10
2024-02-26,monte patria,robo,norte,7.0,baja,50,2.0,2024-02
2025-06-26,coquimbo,violencia,norte,17.0,alta,28,6.0,2025-06
2025-03-10,coquimbo,violencia,norte,NaN,NaN,41,3.0,2025-03
NaN,salamanca,robo,sur,9.0,NaN,40,NaN,NaN
2024-07-09,andacollo,fraude,rural,3.0,baja,50,7.0,2024-07
2025-06-25,monte patria,fraude,sur,4.0,baja,17,6.0,2025-06
2024-09-18,coquimbo,NaN,NaN,7.0,alta,47,9.0,2024-09
2024-05-11,andacollo,hurto,sur,6.0,media,32,5.0,2024-05
2025-09-26,ovalle,robo,norte,16.0,media,21,9.0,2025-09
2025-10-08,ovalle,fraude,norte,18.0,baja,51,10.0,2025-10
2024-06-25,ovalle,robo,norte,4.0,baja,NaN,6.0,2024-06
2025-04-29,la serena,accidente,norte,8.0,alta,36,4.0,2025-04
2025-11-14,la serena,violencia,norte,10.0,baja,NaN,11.0,2025-11
2024-04-24,andacollo,fraude,centro,15.0,media,59,4.0,2024-04
2025-06-05,monte patria,robo,norte,2.0,alta,29,6.0,2025-06
2025-07-15,vicuna,NaN,sur,12.0,NaN,33,7.0,2025-07
2025-03-02,la serena,violencia,centro,11.0,NaN,28,3.0,2025-03
2025-10-23,vicuna,fraude,centro,10.0,media,16,10.0,2025-10
2024-09-10,vicuna,robo,rural,10.0,alta,69,9.0,2024-09
2025-04-09,ovalle,violencia,sur,3.0,baja,20,4.0,2025-04
2024-08-22,la serena,fraude,NaN,12.0,alta,66,8.0,2024-08
2025-12-10,coquimbo,fraude,centro,18.0,baja,43,12.0,2025-12
2024-10-09,illapel,robo,centro,13.0,alta,60,10.0,2024-10
2025-08-15,andacollo,robo,norte,0.0,baja,64,8.0,2025-08
2024-12-06,coquimbo,robo,rural,10.0,NaN,15,12.0,2024-12
2024-05-20,andacollo,fraude,centro,9.0,alta,18,5.0,2024-05
NaN,vicuna,hurto,centro,11.0,alta,21,NaN,NaN
2025-07-04,monte patria,hurto,rural,14.0,baja,64,7.0,2025-07
2024-02-09,vicuna,NaN,norte,13.0,alta,39,2.0,2024-02
2025-08-07,ovalle,violencia,norte,11.0,baja,26,8.0,2025-08
2024-09-03,vicuna,NaN,centro,10.0,alta,21,9.0,2024-09
NaN,andacollo,violencia,centro,500.0,alta,58,NaN,NaN
2025-02-04,salamanca,robo,sur,19.0,baja,59,2.0,2025-02
2024-03-21,illapel,violencia,centro,5.0,alta,64,3.0,2024-03
2024-12-26,salamanca,fraude,centro,9.0,NaN,49,12.0,2024-12
NaN,vicuna,robo,centro,NaN,baja,50,NaN,NaN
2025-06-20,vicuna,fraude,norte,5.0,alta,50,6.0,2025-06
NaN,la serena,robo,norte,10.0,media,36,NaN,NaN
2025-12-18,vicuna,robo,centro,1.0,alta,64,12.0,2025-12
2024-02-14,coquimbo,NaN,rural,2.0,media,14,2.0,2024-02
2025-04-14,monte patria,robo,rural,5.0,NaN,25,4.0,2025-04
2024-08-28,monte patria,NaN,norte,19.0,media,17,8.0,2024-08
2025-03-02,la serena,robo,norte,11.0,baja,23,3.0,2025-03
2024-12-15,illapel,robo,norte,4.0,media,43,12.0,2024-12
2024-08-28,ovalle,robo,norte,7.0,baja,36,8.0,2024-08
NaN,andacollo,accidente,NaN,5.0,alta,NaN,NaN,NaN
NaN,illapel,robo,norte,7.0,NaN,NaN,NaN,NaN
2024-05-10,illapel,hurto,centro,NaN,NaN,34,5.0,2024-05
2024-04-15,ovalle,violencia,sur,10.0,alta,18,4.0,2024-04
2024-08-21,coquimbo,violencia,sur,8.0,NaN,NaN,8.0,2024-08
NaN,andacollo,robo,sur,NaN,NaN,34,NaN,NaN
2024-07-26,la serena,robo,centro,11.0,alta,26,7.0,2024-07
2024-08-03,coquimbo,violencia,centro,6.0,baja,34,8.0,2024-08
2024-06-17,coquimbo,robo,centro,13.0,NaN,49,6.0,2024-06
2025-03-08,illapel,hurto,norte,12.0,alta,46,3.0,2025-03
2025-12-30,vicuna,accidente,centro,9.0,alta,21,12.0,2025-12
2025-09-12,ovalle,NaN,NaN,12.0,baja,33,9.0,2025-09
2025-11-22,vicuna,robo,rural,2.0,media,53,11.0,2025-11
2024-12-19,coquimbo,fraude,norte,6.0,baja,28,12.0,2024-12
2025-01-18,ovalle,hurto,centro,6.0,NaN,30,1.0,2025-01
2025-08-02,ovalle,robo,centro,NaN,NaN,43,8.0,2025-08
NaN,andacollo,accidente,norte,3.0,media,NaN,NaN,NaN
NaN,la serena,accidente,norte,13.0,alta,62,NaN,NaN
2024-02-28,coquimbo,accidente,norte,6.0,NaN,50,2.0,2024-02
2024-06-20,monte patria,violencia,norte,11.0,NaN,32,6.0,2024-06
NaN,vicuna,NaN,NaN,NaN,alta,62,NaN,NaN
2024-06-08,andacollo,hurto,rural,4.0,baja,68,6.0,2024-06
2025-08-04,monte patria,fraude,sur,9.0,baja,17,8.0,2025-08
2025-04-21,andacollo,hurto,rural,16.0,alta,67,4.0,2025-04
NaN,vicuna,robo,sur,NaN,NaN,40,NaN,NaN
2025-08-25,vicuna,NaN,centro,12.0,alta,29,8.0,2025-08
NaN,monte patria,violencia,centro,13.0,media,68,NaN,NaN
2025-09-20,salamanca,robo,centro,14.0,NaN,60,9.0,2025-09
2024-03-30,ovalle,accidente,centro,15.0,media,16,3.0,2024-03
2024-11-13,vicuna,NaN,norte,18.0,media,41,11.0,2024-11
NaN,coquimbo,accidente,centro,14.0,media,36,NaN,NaN
2024-09-02,coquimbo,hurto,centro,17.0,media,30,9.0,2024-09
2025-12-26,la serena,violencia,norte,4.0,baja,44,12.0,2025-12
2025-01-30,andacollo,robo,sur,11.0,alta,18,1.0,2025-01
2024-12-12,vicuna,hurto,centro,2.0,NaN,44,12.0,2024-12
2024-03-11,coquimbo,fraude,centro,14.0,baja,30,3.0,2024-03
2024-11-13,salamanca,robo,norte,4.0,alta,36,11.0,2024-11
2024-02-18,monte patria,NaN,centro,18.0,alta,26,2.0,2024-02
2024-10-07,la serena,hurto,centro,19.0,baja,35,10.0,2024-10
2024-07-18,monte patria,robo,norte,11.0,media,57,7.0,2024-07
2025-03-25,coquimbo,NaN,rural,2.0,baja,30,3.0,2025-03
2024-03-05,monte patria,violencia,sur,8.0,NaN,42,3.0,2024-03
2024-09-11,la serena,accidente,rural,3.0,baja,25,9.0,2024-09
2024-07-22,coquimbo,accidente,sur,7.0,alta,130,7.0,2024-07
2024-05-11,vicuna,fraude,centro,18.0,NaN,14,5.0,2024-05
2024-01-18,coquimbo,violencia,sur,9.0,alta,17,1.0,2024-01
2024-09-20,illapel,robo,rural,2.0,alta,31,9.0,2024-09
2025-11-08,la serena,hurto,norte,18.0,baja,42,11.0,2025-11
2024-09-26,coquimbo,robo,norte,3.0,alta,47,9.0,2024-09
2025-04-12,monte patria,hurto,sur,12.0,alta,63,4.0,2025-04
NaN,la serena,NaN,norte,13.0,baja,38,NaN,NaN
2024-08-09,vicuna,robo,norte,7.0,NaN,16,8.0,2024-08
2025-01-09,vicuna,accidente,centro,6.0,baja,20,1.0,2025-01
2024-10-19,monte patria,robo,rural,4.0,NaN,19,10.0,2024-10
NaN,la serena,robo,norte,18.0,NaN,28,NaN,NaN
2024-09-13,coquimbo,robo,centro,10.0,baja,51,9.0,2024-09
2025-09-08,illapel,hurto,norte,3.0,baja,41,9.0,2025-09
2024-09-11,salamanca,robo,centro,19.0,alta,61,9.0,2024-09
2025-12-01,la serena,fraude,rural,2.0,baja,14,12.0,2025-12
2024-09-16,coquimbo,violencia,sur,11.0,baja,55,9.0,2024-09
2025-12-09,coquimbo,robo,sur,9.0,baja,14,12.0,2025-12
2024-10-14,vicuna,NaN,NaN,12.0,NaN,59,10.0,2024-10
2024-05-13,ovalle,violencia,centro,1.0,NaN,48,5.0,2024-05
2024-07-26,ovalle,accidente,norte,9.0,alta,46,7.0,2024-07
2025-12-18,andacollo,NaN,rural,2.0,NaN,61,12.0,2025-12
2025-02-06,la serena,fraude,norte,17.0,NaN,58,2.0,2025-02
2025-03-20,coquimbo,NaN,centro,5.0,media,64,3.0,2025-03
2024-01-08,coquimbo,fraude,rural,14.0,baja,25,1.0,2024-01
NaN,ovalle,accidente,centro,16.0,baja,50,NaN,NaN
NaN,vicuna,fraude,NaN,17.0,baja,22,NaN,NaN
2024-06-17,coquimbo,robo,centro,NaN,baja,21,6.0,2024-06
2024-10-18,illapel,robo,centro,19.0,baja,31,10.0,2024-10
NaN,salamanca,robo,centro,18.0,media,51,NaN,NaN
2025-03-16,la serena,robo,centro,3.0,NaN,61,3.0,2025-03
2025-01-25,coquimbo,fraude,centro,19.0,alta,33,1.0,2025-01
2025-09-22,ovalle,robo,norte,5.0,alta,47,9.0,2025-09
NaN,vicuna,NaN,centro,1.0,alta,61,NaN,NaN
NaN,monte patria,hurto,centro,14.0,baja,69,NaN,NaN
2025-08-18,vicuna,fraude,norte,8.0,media,NaN,8.0,2025-08
2025-11-08,coquimbo,violencia,NaN,12.0,baja,57,11.0,2025-11
2024-03-27,coquimbo,fraude,norte,9.0,alta,26,3.0,2024-03
2024-02-03,coquimbo,hurto,centro,3.0,media,66,2.0,2024-02
NaN,andacollo,accidente,centro,1.0,NaN,51,NaN,NaN
2024-01-11,ovalle,NaN,norte,7.0,baja,65,1.0,2024-01
2024-06-01,vicuna,hurto,centro,15.0,alta,43,6.0,2024-06
2025-02-15,andacollo,NaN,centro,17.0,media,53,2.0,2025-02
2025-08-12,la serena,accidente,norte,7.0,alta,18,8.0,2025-08
2025-08-03,la serena,hurto,NaN,4.0,NaN,49,8.0,2025-08
2024-11-23,coquimbo,NaN,norte,11.0,media,23,11.0,2024-11
2024-09-19,la serena,violencia,norte,19.0,alta,59,9.0,2024-09
2025-09-26,vicuna,hurto,centro,15.0,NaN,NaN,9.0,2025-09
NaN,la serena,violencia,centro,NaN,baja,61,NaN,NaN
2024-06-05,coquimbo,fraude,centro,8.0,NaN,33,6.0,2024-06
2024-12-07,coquimbo,fraude,norte,19.0,baja,57,12.0,2024-12
2025-05-21,la serena,fraude,centro,3.0,baja,NaN,5.0,2025-05
NaN,coquimbo,accidente,centro,4.0,baja,59,NaN,NaN
2025-02-09,la serena,robo,centro,14.0,baja,21,2.0,2025-02
2025-03-18,salamanca,NaN,NaN,6.0,baja,53,3.0,2025-03
2024-02-09,vicuna,fraude,norte,2.0,media,68,2.0,2024-02
2024-07-20,coquimbo,NaN,sur,16.0,alta,48,7.0,2024-07
NaN,salamanca,violencia,rural,15.0,alta,63,NaN,NaN
NaN,coquimbo,robo,sur,11.0,baja,37,NaN,NaN
NaN,andacollo,fraude,sur,1.0,baja,69,NaN,NaN
2025-07-21,vicuna,hurto,centro,5.0,alta,31,7.0,2025-07
NaN,monte patria,accidente,sur,8.0,baja,60,NaN,NaN
NaN,andacollo,NaN,norte,1.0,alta,62,NaN,NaN
2025-01-02,la serena,hurto,centro,8.0,alta,68,1.0,2025-01
NaN,monte patria,accidente,sur,8.0,alta,30,NaN,NaN
2024-09-20,coquimbo,robo,centro,NaN,baja,NaN,9.0,2024-09
NaN,salamanca,robo,sur,15.0,NaN,17,NaN,NaN
NaN,la serena,violencia,norte,9.0,NaN,45,NaN,NaN
2025-10-02,coquimbo,NaN,centro,7.0,alta,40,10.0,2025-10
2024-02-02,salamanca,hurto,norte,2.0,media,57,2.0,2024-02
2025-06-02,andacollo,robo,centro,16.0,media,18,6.0,2025-06
2024-08-07,andacollo,accidente,centro,17.0,alta,NaN,8.0,2024-08
NaN,vicuna,hurto,centro,3.0,baja,31,NaN,NaN
2025-05-04,coquimbo,hurto,centro,1.0,alta,16,5.0,2025-05
2025-10-19,la serena,robo,NaN,13.0,baja,36,10.0,2025-10
2025-06-08,la serena,NaN,norte,NaN,baja,66,6.0,2025-06
2024-02-28,salamanca,fraude,centro,13.0,baja,52,2.0,2024-02
2025-04-15,coquimbo,robo,centro,5.0,NaN,45,4.0,2025-04
NaN,monte patria,NaN,norte,4.0,alta,57,NaN,NaN
2024-10-05,ovalle,fraude,centro,12.0,NaN,46,10.0,2024-10
2024-09-01,ovalle,NaN,centro,5.0,baja,46,9.0,2024-09
2024-09-04,coquimbo,NaN,centro,11.0,baja,NaN,9.0,2024-09
2024-01-30,salamanca,robo,centro,2.0,alta,16,1.0,2024-01
2024-01-01,illapel,NaN,norte,19.0,baja,38,1.0,2024-01
2025-11-07,coquimbo,NaN,rural,13.0,baja,64,11.0,2025-11
2025-08-16,vicuna,accidente,centro,NaN,media,26,8.0,2025-08
2025-08-22,illapel,robo,norte,7.0,alta,67,8.0,2025-08
2024-09-25,vicuna,fraude,NaN,16.0,alta,58,9.0,2024-09
2025-11-22,vicuna,fraude,sur,17.0,baja,NaN,11.0,2025-11
NaN,illapel,accidente,sur,18.0,alta,38,NaN,NaN
2024-02-14,vicuna,hurto,centro,16.0,baja,63,2.0,2024-02
2025-03-23,andacollo,NaN,rural,3.0,baja,48,3.0,2025-03
2025-04-29,ovalle,violencia,NaN,16.0,alta,62,4.0,2025-04
2025-04-20,coquimbo,accidente,NaN,4.0,baja,40,4.0,2025-04
2024-10-04,ovalle,robo,norte,1.0,baja,18,10.0,2024-10
2025-05-29,illapel,robo,centro,5.0,media,34,5.0,2025-05
2025-01-16,salamanca,hurto,centro,19.0,baja,64,1.0,2025-01
2025-02-02,coquimbo,accidente,centro,3.0,alta,36,2.0,2025-02
2024-01-31,la serena,robo,NaN,11.0,alta,NaN,1.0,2024-01
2024-12-24,ovalle,NaN,norte,9.0,alta,31,12.0,2024-12
2024-04-13,la serena,robo,centro,11.0,alta,31,4.0,2024-04
2025-03-03,monte patria,accidente,sur,18.0,NaN,23,3.0,2025-03
2025-05-30,la serena,hurto,centro,2.0,media,49,5.0,2025-05
2025-09-03,vicuna,robo,rural,16.0,alta,33,9.0,2025-09
NaN,monte patria,NaN,norte,7.0,alta,62,NaN,NaN
2025-04-11,la serena,robo,rural,18.0,baja,37,4.0,2025-04
2024-04-08,coquimbo,robo,centro,11.0,NaN,36,4.0,2024-04
2025-07-01,coquimbo,NaN,centro,14.0,alta,40,7.0,2025-07
2025-07-11,coquimbo,accidente,norte,17.0,baja,52,7.0,2025-07
2025-10-14,salamanca,hurto,NaN,13.0,baja,43,10.0,2025-10
2024-10-04,coquimbo,NaN,norte,17.0,alta,53,10.0,2024-10
2024-06-14,coquimbo,hurto,centro,10.0,baja,50,6.0,2024-06
2024-07-07,coquimbo,robo,centro,8.0,NaN,45,7.0,2024-07
2024-01-05,coquimbo,NaN,sur,NaN,baja,58,1.0,2024-01
2024-01-01,andacollo,NaN,norte,7.0,alta,29,1.0,2024-01
2025-03-29,andacollo,robo,centro,12.0,alta,53,3.0,2025-03
2025-09-02,la serena,robo,norte,10.0,baja,41,9.0,2025-09
2025-03-11,illapel,NaN,norte,19.0,media,25,3.0,2025-03
2025-09-02,coquimbo,hurto,centro,NaN,NaN,17,9.0,2025-09
2024-07-04,illapel,robo,centro,17.0,baja,38,7.0,2024-07
2024-06-18,coquimbo,hurto,NaN,14.0,baja,NaN,6.0,2024-06
2025-01-05,monte patria,hurto,centro,4.0,baja,20,1.0,2025-01
2024-01-04,coquimbo,hurto,centro,5.0,media,29,1.0,2024-01
2024-04-23,monte patria,robo,NaN,11.0,alta,22,4.0,2024-04
2024-07-18,la serena,hurto,norte,8.0,alta,23,7.0,2024-07
2024-07-25,la serena,violencia,norte,2.0,NaN,31,7.0,2024-07
2024-02-22,vicuna,violencia,NaN,5.0,alta,52,2.0,2024-02
NaN,vicuna,accidente,NaN,8.0,alta,27,NaN,NaN
2024-10-10,la serena,hurto,NaN,11.0,alta,42,10.0,2024-10
2024-06-28,vicuna,hurto,centro,12.0,alta,30,6.0,2024-06
2025-07-29,vicuna,NaN,rural,19.0,baja,66,7.0,2025-07
NaN,la serena,accidente,norte,5.0,alta,38,NaN,NaN
NaN,la serena,hurto,centro,18.0,NaN,30,NaN,NaN
2025-12-31,monte patria,accidente,centro,18.0,baja,30,12.0,2025-12
2025-01-03,ovalle,NaN,norte,-3.0,alta,61,1.0,2025-01
2024-03-10,la serena,NaN,norte,2.0,baja,61,3.0,2024-03
NaN,monte patria,violencia,centro,15.0,baja,36,NaN,NaN
2025-01-12,la serena,robo,centro,14.0,NaN,29,1.0,2025-01
2025-04-18,la serena,fraude,rural,5.0,NaN,40,4.0,2025-04
2025-07-06,vicuna,robo,rural,6.0,baja,37,7.0,2025-07
NaN,coquimbo,robo,sur,17.0,NaN,14,NaN,NaN
2024-03-20,salamanca,fraude,centro,18.0,alta,18,3.0,2024-03
2024-10-05,coquimbo,NaN,norte,NaN,baja,59,10.0,2024-10
